"rodada","mandante","gols.mandante","gols.visitante","visitante","estadio","data","hora"
28,"Atlético - MG","2","0","Santos - SP","Mineirão - MG","26/01/2021","20:00"
29,"Coritiba - PR","0","0","Athletico Paranaense - PR","Couto Pereira - PR","09/01/2021","19:00"
29,"Sport - PE","0","1","Palmeiras - SP","Ilha do Retiro - PE","09/01/2021","19:00"
29,"Fortaleza - CE","0","0","Grêmio - RS","Arena Castelão - CE","09/01/2021","21:00"
29,"Flamengo - RJ","0","2","Ceará - CE","Maracanã - RJ","10/01/2021","16:00"
29,"São Paulo - SP","0","1","Santos - SP","Morumbi - SP","10/01/2021","16:00"
29,"Internacional - RS","1","0","Goiás - GO","Beira-Rio - RS","10/01/2021","18:15"
29,"Atlético - GO","1","1","Bahia - BA","Antônio Accioly - GO","10/01/2021","18:15"
29,"Vasco da Gama - RJ","3","0","Botafogo - RJ","São Januário - RJ","10/01/2021","20:30"
29,"Red Bull Bragantino - SP","2","2","Atlético - MG","Nabi Abi Chedid - SP","11/01/2021","20:00"
29,"Corinthians - SP","5","0","Fluminense - RJ","Neo Química Arena - SP","13/01/2021","21:30"
30,"Palmeiras - SP","1","1","Grêmio - RS","Allianz Parque - SP","15/01/2021","21:30"
30,"Fluminense - RJ","1","0","Sport - PE","Nilton Santos - RJ","16/01/2021","19:00"
30,"Vasco da Gama - RJ","0","1","Coritiba - PR","São Januário - RJ","16/01/2021","21:00"
30,"Santos - SP","2","1","Botafogo - RJ","Vila Belmiro - SP","17/01/2021","16:00"
30,"Athletico Paranaense - PR","1","1","São Paulo - SP","Arena da Baixada - PR","17/01/2021","16:00"
30,"Atlético - MG","3","1","Atlético - GO","Mineirão - MG","17/01/2021","18:15"
30,"Internacional - RS","4","2","Fortaleza - CE","Beira-Rio - RS","17/01/2021","20:30"
30,"Ceará - CE","1","2","Red Bull Bragantino - SP","Arena Castelão - CE","17/01/2021","20:30"
30,"Goiás - GO","0","3","Flamengo - RJ","Hailé Pinheiro - GO","18/01/2021","20:00"
30,"Bahia - BA","2","1","Corinthians - SP","Arena Fonte Nova - BA","28/01/2021","19:00"
31,"Botafogo - RJ","1","3","Atlético - GO","Nilton Santos - RJ","20/01/2021","17:00"
31,"Bahia - BA","1","0","Athletico Paranaense - PR","Arena Fonte Nova - BA","20/01/2021","18:00"
31,"Grêmio - RS","1","1","Atlético - MG","Arena do Grêmio - RS","20/01/2021","19:15"
31,"Coritiba - PR","3","3","Fluminense - RJ","Couto Pereira - PR","20/01/2021","20:30"
31,"São Paulo - SP","1","5","Internacional - RS","Morumbi - SP","20/01/2021","21:30"
31,"Red Bull Bragantino - SP","4","1","Vasco da Gama - RJ","Nabi Abi Chedid - SP","20/01/2021","21:30"
31,"Goiás - GO","0","4","Ceará - CE","Hailé Pinheiro - GO","21/01/2021","19:00"
31,"Fortaleza - CE","2","0","Santos - SP","Arena Castelão - CE","21/01/2021","19:00"
31,"Flamengo - RJ","2","0","Palmeiras - SP","Mané Garrincha - DF","21/01/2021","19:00"
31,"Corinthians - SP","3","0","Sport - PE","Neo Química Arena - SP","21/01/2021","21:00"
32,"São Paulo - SP","1","1","Coritiba - PR","Morumbi - SP","23/01/2021","19:00"
32,"Vasco da Gama - RJ","3","2","Atlético - MG","São Januário - RJ","23/01/2021","21:00"
32,"Athletico Paranaense - PR","2","1","Flamengo - RJ","Arena da Baixada - PR","24/01/2021","16:00"
32,"Ceará - CE","2","1","Palmeiras - SP","Arena Castelão - CE","24/01/2021","16:00"
32,"Internacional - RS","2","1","Grêmio - RS","Beira-Rio - RS","24/01/2021","16:00"
32,"Sport - PE","2","0","Bahia - BA","Ilha do Retiro - PE","24/01/2021","18:15"
32,"Atlético - GO","2","0","Fortaleza - CE","Antônio Accioly - GO","24/01/2021","18:15"
32,"Santos - SP","3","4","Goiás - GO","Vila Belmiro - SP","24/01/2021","18:15"
32,"Fluminense - RJ","2","0","Botafogo - RJ","São Januário - RJ","24/01/2021","20:30"
32,"Corinthians - SP","0","2","Red Bull Bragantino - SP","Neo Química Arena - SP","25/01/2021","20:00"
33,"Coritiba - PR","1","1","Grêmio - RS","Couto Pereira - PR","31/01/2021","16:00"
33,"Ceará - CE","0","2","Athletico Paranaense - PR","Arena Castelão - CE","31/01/2021","16:00"
33,"Atlético - GO","2","1","São Paulo - SP","Antônio Accioly - GO","31/01/2021","16:00"
33,"Vasco da Gama - RJ","0","0","Bahia - BA","São Januário - RJ","31/01/2021","16:00"
33,"Atlético - MG","2","0","Fortaleza - CE","Mineirão - MG","31/01/2021","17:00"
33,"Internacional - RS","2","1","Red Bull Bragantino - SP","Beira-Rio - RS","31/01/2021","18:15"
33,"Fluminense - RJ","3","0","Goiás - GO","Nilton Santos - RJ","31/01/2021","20:30"
33,"Sport - PE","0","3","Flamengo - RJ","Ilha do Retiro - PE","01/02/2021","20:00"
33,"Palmeiras - SP","1","1","Botafogo - RJ","Allianz Parque - SP","02/02/2021","16:00"
33,"Santos - SP","1","0","Corinthians - SP","Vila Belmiro - SP","17/02/2021","19:00"
34,"Grêmio - RS","3","3","Santos - SP","Arena do Grêmio - RS","03/02/2021","16:00"
34,"Red Bull Bragantino - SP","2","0","Atlético - GO","Nabi Abi Chedid - SP","03/02/2021","19:15"
34,"Bahia - BA","0","1","Fluminense - RJ","Arena Fonte Nova - BA","03/02/2021","21:30"
34,"Goiás - GO","1","0","Atlético - MG","Hailé Pinheiro - GO","03/02/2021","21:30"
34,"Corinthians - SP","2","1","Ceará - CE","Neo Química Arena - SP","03/02/2021","21:30"
34,"Fortaleza - CE","3","1","Coritiba - PR","Arena Castelão - CE","04/02/2021","18:30"
34,"Flamengo - RJ","2","0","Vasco da Gama - RJ","Maracanã - RJ","04/02/2021","21:00"
34,"Athletico Paranaense - PR","0","0","Internacional - RS","Arena da Baixada - PR","04/02/2021","21:00"
34,"Botafogo - RJ","0","1","Sport - PE","Nilton Santos - RJ","05/02/2021","20:00"
34,"São Paulo - SP","1","1","Palmeiras - SP","Morumbi - SP","19/02/2021","21:30"
35,"Bahia - BA","3","3","Goiás - GO","Arena Fonte Nova - BA","06/02/2021","19:00"
35,"Atlético - GO","1","1","Santos - SP","Antônio Accioly - GO","06/02/2021","21:00"
35,"Red Bull Bragantino - SP","1","1","Flamengo - RJ","Nabi Abi Chedid - SP","07/02/2021","20:30"
35,"Botafogo - RJ","2","5","Grêmio - RS","Nilton Santos - RJ","08/02/2021","20:00"
35,"Internacional - RS","1","2","Sport - PE","Beira-Rio - RS","10/02/2021","19:00"
35,"Fortaleza - CE","3","0","Vasco da Gama - RJ","Arena Castelão - CE","10/02/2021","19:15"
35,"São Paulo - SP","1","1","Ceará - CE","Morumbi - SP","10/02/2021","21:00"
35,"Corinthians - SP","3","3","Athletico Paranaense - PR","Neo Química Arena - SP","10/02/2021","21:30"
35,"Fluminense - RJ","0","0","Atlético - MG","Maracanã - RJ","10/02/2021","21:30"
35,"Coritiba - PR","1","0","Palmeiras - SP","Couto Pereira - PR","17/02/2021","19:30"
36,"Goiás - GO","2","0","Botafogo - RJ","Hailé Pinheiro - GO","13/02/2021","17:00"
36,"Atlético - MG","1","1","Bahia - BA","Mineirão - MG","13/02/2021","19:00"
36,"Santos - SP","2","0","Coritiba - PR","Vila Belmiro - SP","13/02/2021","19:00"
36,"Vasco da Gama - RJ","0","2","Internacional - RS","São Januário - RJ","14/02/2021","16:00"
36,"Flamengo - RJ","2","1","Corinthians - SP","Maracanã - RJ","14/02/2021","16:00"
36,"Palmeiras - SP","3","0","Fortaleza - CE","Allianz Parque - SP","14/02/2021","18:15"
36,"Athletico Paranaense - PR","2","1","Atlético - GO","Arena da Baixada - PR","14/02/2021","18:15"
36,"Grêmio - RS","1","2","São Paulo - SP","Arena do Grêmio - RS","14/02/2021","20:30"
36,"Ceará - CE","1","3","Fluminense - RJ","Arena Castelão - CE","15/02/2021","18:00"
36,"Sport - PE","0","0","Red Bull Bragantino - SP","Ilha do Retiro - PE","15/02/2021","20:00"
37,"Coritiba - PR","0","2","Ceará - CE","Couto Pereira - PR","20/02/2021","18:30"
37,"Fortaleza - CE","0","4","Bahia - BA","Arena Castelão - CE","20/02/2021","21:00"
37,"Flamengo - RJ","2","1","Internacional - RS","Maracanã - RJ","21/02/2021","16:00"
37,"Corinthians - SP","0","0","Vasco da Gama - RJ","Neo Química Arena - SP","21/02/2021","16:00"
37,"Sport - PE","2","3","Atlético - MG","Ilha do Retiro - PE","21/02/2021","16:00"
37,"Santos - SP","1","1","Fluminense - RJ","Vila Belmiro - SP","21/02/2021","18:15"
37,"Grêmio - RS","1","0","Athletico Paranaense - PR","Arena do Grêmio - RS","21/02/2021","18:15"
37,"Goiás - GO","0","0","Red Bull Bragantino - SP","Hailé Pinheiro - GO","21/02/2021","20:30"
37,"Palmeiras - SP","1","1","Atlético - GO","Allianz Parque - SP","22/02/2021","18:00"
37,"Botafogo - RJ","1","0","São Paulo - SP","Nilton Santos - RJ","22/02/2021","20:00"
38,"Fluminense - RJ","2","0","Fortaleza - CE","Maracanã - RJ","25/02/2021","21:30"
38,"Vasco da Gama - RJ","3","2","Goiás - GO","São Januário - RJ","25/02/2021","21:30"
38,"São Paulo - SP","2","1","Flamengo - RJ","Morumbi - SP","25/02/2021","21:30"
38,"Red Bull Bragantino - SP","1","0","Grêmio - RS","Nabi Abi Chedid - SP","25/02/2021","21:30"
38,"Atlético - MG","2","0","Palmeiras - SP","Mineirão - MG","25/02/2021","21:30"
38,"Internacional - RS","0","0","Corinthians - SP","Beira-Rio - RS","25/02/2021","21:30"
38,"Bahia - BA","2","0","Santos - SP","Arena Fonte Nova - BA","25/02/2021","21:30"
38,"Athletico Paranaense - PR","2","0","Sport - PE","Arena da Baixada - PR","25/02/2021","21:30"
38,"Ceará - CE","2","1","Botafogo - RJ","Arena Castelão - CE","25/02/2021","21:30"
38,"Atlético - GO","3","1","Coritiba - PR","Antônio Accioly - GO","25/02/2021","21:30"
