"rodada","mandante","gols.mandante","gols.visitante","visitante","estadio","data","hora"
29,"Ceará - CE","0","0","Botafogo - RJ","Arena Castelão - CE","15/10/2018","20:00"
30,"Botafogo - RJ","0","1","Bahia - BA","Nilton Santos - RJ","20/10/2018","16:00"
30,"America Fc - MG","1","1","Grêmio - RS","Independência - MG","20/10/2018","16:00"
30,"São Paulo - SP","0","0","Athletico Paranaense - PR","Morumbi - SP","20/10/2018","19:00"
30,"Sport - PE","2","1","Vasco da Gama - RJ","Ilha do Retiro - PE","20/10/2018","19:00"
30,"Vitória - BA","2","2","Corinthians - SP","Manoel Barradas - BA","21/10/2018","16:00"
30,"Fluminense - RJ","1","0","Atlético - MG","Nilton Santos - RJ","21/10/2018","16:00"
30,"Palmeiras - SP","2","1","Ceará - CE","Pacaembu - SP","21/10/2018","16:00"
30,"Cruzeiro - MG","3","0","Chapecoense - SC","Independência - MG","21/10/2018","19:00"
30,"Paraná - PR","0","4","Flamengo - RJ","Durival Britto - PR","21/10/2018","19:00"
30,"Internacional - RS","2","2","Santos - SP","Beira-Rio - RS","22/10/2018","20:00"
31,"Vitória - BA","0","1","São Paulo - SP","Manoel Barradas - BA","26/10/2018","19:30"
31,"Vasco da Gama - RJ","1","1","Internacional - RS","São Januário - RJ","26/10/2018","21:30"
31,"Santos - SP","3","0","Fluminense - RJ","Vila Belmiro - SP","27/10/2018","16:30"
31,"Grêmio - RS","3","4","Sport - PE","Arena do Grêmio - RS","27/10/2018","16:30"
31,"Corinthians - SP","2","1","Bahia - BA","Arena Corinthians - SP","27/10/2018","19:00"
31,"Flamengo - RJ","1","1","Palmeiras - SP","Maracanã - RJ","27/10/2018","19:00"
31,"Chapecoense - SC","1","0","America Fc - MG","Arena Condá - SC","27/10/2018","19:00"
31,"Cruzeiro - MG","3","1","Paraná - PR","Mineirão - MG","27/10/2018","21:00"
31,"Athletico Paranaense - PR","2","1","Botafogo - RJ","Arena da Baixada - PR","27/10/2018","21:00"
31,"Ceará - CE","2","1","Atlético - MG","Arena Castelão - CE","29/10/2018","20:00"
32,"Atlético - MG","0","1","Grêmio - RS","Independência - MG","03/11/2018","17:00"
32,"Fluminense - RJ","0","1","Vasco da Gama - RJ","Maracanã - RJ","03/11/2018","17:00"
32,"Palmeiras - SP","3","2","Santos - SP","Allianz Parque - SP","03/11/2018","19:00"
32,"Paraná - PR","1","1","Vitória - BA","Durival Britto - PR","04/11/2018","17:00"
32,"America Fc - MG","1","2","Cruzeiro - MG","Independência - MG","04/11/2018","17:00"
32,"São Paulo - SP","2","2","Flamengo - RJ","Morumbi - SP","04/11/2018","17:00"
32,"Botafogo - RJ","1","0","Corinthians - SP","Nilton Santos - RJ","04/11/2018","17:00"
32,"Bahia - BA","1","0","Chapecoense - SC","Arena Fonte Nova - BA","04/11/2018","19:00"
32,"Internacional - RS","2","1","Athletico Paranaense - PR","Beira-Rio - RS","04/11/2018","19:00"
32,"Sport - PE","1","0","Ceará - CE","Ilha do Retiro - PE","05/11/2018","20:00"
33,"America Fc - MG","0","1","Paraná - PR","Independência - MG","10/11/2018","17:00"
33,"Corinthians - SP","1","1","São Paulo - SP","Arena Corinthians - SP","10/11/2018","17:00"
33,"Botafogo - RJ","2","1","Flamengo - RJ","Nilton Santos - RJ","10/11/2018","19:00"
33,"Athletico Paranaense - PR","2","0","Cruzeiro - MG","Arena da Baixada - PR","10/11/2018","19:00"
33,"Atlético - MG","1","1","Palmeiras - SP","Independência - MG","11/11/2018","17:00"
33,"Grêmio - RS","2","1","Vasco da Gama - RJ","Arena do Grêmio - RS","11/11/2018","17:00"
33,"Ceará - CE","1","1","Internacional - RS","Arena Castelão - CE","11/11/2018","17:00"
33,"Vitória - BA","2","2","Bahia - BA","Manoel Barradas - BA","11/11/2018","17:00"
33,"Fluminense - RJ","0","0","Sport - PE","Maracanã - RJ","11/11/2018","19:00"
33,"Santos - SP","0","1","Chapecoense - SC","Pacaembu - SP","12/11/2018","20:00"
34,"Vasco da Gama - RJ","1","1","Athletico Paranaense - PR","São Januário - RJ","14/11/2018","19:30"
34,"Paraná - PR","0","1","Atlético - MG","Durival Britto - PR","14/11/2018","21:00"
34,"Bahia - BA","2","1","Ceará - CE","Arena Fonte Nova - BA","14/11/2018","21:00"
34,"Palmeiras - SP","3","0","Fluminense - RJ","Allianz Parque - SP","14/11/2018","21:45"
34,"Cruzeiro - MG","1","0","Corinthians - SP","Mineirão - MG","14/11/2018","21:45"
34,"Sport - PE","0","0","Vitória - BA","Ilha do Retiro - PE","14/11/2018","21:45"
34,"Chapecoense - SC","0","1","Botafogo - RJ","Arena Condá - SC","15/11/2018","17:00"
34,"Flamengo - RJ","1","0","Santos - SP","Maracanã - RJ","15/11/2018","17:00"
34,"São Paulo - SP","1","1","Grêmio - RS","Morumbi - SP","15/11/2018","19:00"
34,"Internacional - RS","2","0","America Fc - MG","Beira-Rio - RS","15/11/2018","21:00"
35,"Vitória - BA","1","2","Athletico Paranaense - PR","Manoel Barradas - BA","17/11/2018","19:00"
35,"Corinthians - SP","1","0","Vasco da Gama - RJ","Arena Corinthians - SP","17/11/2018","19:00"
35,"Atlético - MG","1","0","Bahia - BA","Independência - MG","17/11/2018","21:00"
35,"Botafogo - RJ","1","0","Internacional - RS","Nilton Santos - RJ","18/11/2018","17:00"
35,"Sport - PE","0","1","Flamengo - RJ","Ilha do Retiro - PE","18/11/2018","17:00"
35,"America Fc - MG","2","1","Santos - SP","Independência - MG","18/11/2018","17:00"
35,"Paraná - PR","1","1","Palmeiras - SP","Do Café - PR","18/11/2018","17:00"
35,"Grêmio - RS","2","0","Chapecoense - SC","Arena do Grêmio - RS","18/11/2018","19:00"
35,"São Paulo - SP","1","0","Cruzeiro - MG","Morumbi - SP","18/11/2018","19:00"
35,"Fluminense - RJ","0","0","Ceará - CE","Maracanã - RJ","19/11/2018","20:00"
36,"Internacional - RS","1","2","Atlético - MG","Beira-Rio - RS","21/11/2018","19:30"
36,"Santos - SP","1","1","Botafogo - RJ","Vila Belmiro - SP","21/11/2018","21:00"
36,"Cruzeiro - MG","3","0","Vitória - BA","Mineirão - MG","21/11/2018","21:45"
36,"Athletico Paranaense - PR","1","0","Corinthians - SP","Arena da Baixada - PR","21/11/2018","21:45"
36,"Flamengo - RJ","2","0","Grêmio - RS","Maracanã - RJ","21/11/2018","21:45"
36,"Palmeiras - SP","4","0","America Fc - MG","Allianz Parque - SP","21/11/2018","21:45"
36,"Vasco da Gama - RJ","2","0","São Paulo - SP","São Januário - RJ","22/11/2018","20:00"
36,"Ceará - CE","1","0","Paraná - PR","Arena Castelão - CE","22/11/2018","21:00"
36,"Chapecoense - SC","2","1","Sport - PE","Arena Condá - SC","22/11/2018","21:00"
36,"Bahia - BA","2","0","Fluminense - RJ","Arena Fonte Nova - BA","22/11/2018","21:00"
37,"Santos - SP","3","2","Atlético - MG","Vila Belmiro - SP","24/11/2018","20:00"
37,"Cruzeiro - MG","0","2","Flamengo - RJ","Mineirão - MG","25/11/2018","17:00"
37,"Vitória - BA","0","0","Grêmio - RS","Manoel Barradas - BA","25/11/2018","17:00"
37,"Vasco da Gama - RJ","0","1","Palmeiras - SP","São Januário - RJ","25/11/2018","17:00"
37,"Athletico Paranaense - PR","2","2","Ceará - CE","Arena da Baixada - PR","25/11/2018","17:00"
37,"America Fc - MG","1","0","Bahia - BA","Independência - MG","25/11/2018","19:00"
37,"Corinthians - SP","0","0","Chapecoense - SC","Arena Corinthians - SP","25/11/2018","19:00"
37,"Internacional - RS","2","0","Fluminense - RJ","Beira-Rio - RS","25/11/2018","19:00"
37,"São Paulo - SP","0","0","Sport - PE","Morumbi - SP","26/11/2018","20:00"
37,"Botafogo - RJ","2","1","Paraná - PR","Nilton Santos - RJ","26/11/2018","20:00"
38,"Atlético - MG","1","0","Botafogo - RJ","Independência - MG","01/12/2018","19:00"
38,"Flamengo - RJ","1","2","Athletico Paranaense - PR","Maracanã - RJ","01/12/2018","19:00"
38,"Paraná - PR","1","1","Internacional - RS","Durival Britto - PR","02/12/2018","17:00"
38,"Chapecoense - SC","1","0","São Paulo - SP","Arena Condá - SC","02/12/2018","17:00"
38,"Bahia - BA","0","0","Cruzeiro - MG","Pituaçu - BA","02/12/2018","17:00"
38,"Fluminense - RJ","1","0","America Fc - MG","Maracanã - RJ","02/12/2018","17:00"
38,"Ceará - CE","0","0","Vasco da Gama - RJ","Arena Castelão - CE","02/12/2018","17:00"
38,"Sport - PE","2","1","Santos - SP","Ilha do Retiro - PE","02/12/2018","17:00"
38,"Palmeiras - SP","3","2","Vitória - BA","Allianz Parque - SP","02/12/2018","17:00"
38,"Grêmio - RS","1","0","Corinthians - SP","Arena do Grêmio - RS","02/12/2018","17:00"
