"rodada","mandante","gols.mandante","gols.visitante","visitante","estadio","data","hora"
3,"São Paulo - SP","1","1","Flamengo - RJ","Morumbi - SP","05/05/2019","16:00"
3,"Cruzeiro - MG","2","1","Goiás - GO","Mineirão - MG","05/05/2019","16:00"
3,"Botafogo - RJ","1","0","Fortaleza - CE","Nilton Santos - RJ","05/05/2019","16:00"
3,"Csa - AL","0","0","Santos - SP","Rei Pelé - AL","05/05/2019","16:00"
3,"Bahia - BA","1","0","Avaí - SC","Arena Fonte Nova - BA","05/05/2019","19:00"
3,"Grêmio - RS","4","5","Fluminense - RJ","Arena do Grêmio - RS","05/05/2019","19:00"
4,"Fluminense - RJ","0","1","Botafogo - RJ","Maracanã - RJ","11/05/2019","16:00"
4,"Corinthians - SP","0","0","Grêmio - RS","Arena Corinthians - SP","11/05/2019","19:00"
4,"Goiás - GO","2","1","Ceará - CE","Serra Dourada - GO","11/05/2019","21:00"
4,"Flamengo - RJ","2","1","Chapecoense - SC","Maracanã - RJ","12/05/2019","11:00"
4,"Santos - SP","3","0","Vasco da Gama - RJ","Pacaembu - SP","12/05/2019","16:00"
4,"Atlético - MG","0","2","Palmeiras - SP","Mineirão - MG","12/05/2019","16:00"
4,"Internacional - RS","3","1","Cruzeiro - MG","Beira-Rio - RS","12/05/2019","16:00"
4,"Fortaleza - CE","0","1","São Paulo - SP","Arena Castelão - CE","12/05/2019","19:00"
4,"Avaí - SC","0","0","Csa - AL","Ressacada - SC","12/05/2019","19:00"
4,"Athletico Paranaense - PR","1","0","Bahia - BA","Arena da Baixada - PR","12/05/2019","19:00"
5,"Fluminense - RJ","4","1","Cruzeiro - MG","Maracanã - RJ","18/05/2019","18:00"
5,"Atlético - MG","2","1","Flamengo - RJ","Independência - MG","18/05/2019","19:00"
5,"Palmeiras - SP","4","0","Santos - SP","Pacaembu - SP","18/05/2019","19:00"
5,"São Paulo - SP","0","0","Bahia - BA","Morumbi - SP","19/05/2019","11:00"
5,"Athletico Paranaense - PR","0","2","Corinthians - SP","Arena da Baixada - PR","19/05/2019","16:00"
5,"Chapecoense - SC","1","3","Fortaleza - CE","Arena Condá - SC","19/05/2019","16:00"
5,"Goiás - GO","1","0","Botafogo - RJ","Serra Dourada - GO","19/05/2019","16:00"
5,"Internacional - RS","2","0","Csa - AL","Beira-Rio - RS","19/05/2019","16:00"
5,"Vasco da Gama - RJ","1","1","Avaí - SC","São Januário - RJ","19/05/2019","19:00"
5,"Ceará - CE","2","1","Grêmio - RS","Arena Castelão - CE","19/05/2019","19:00"
6,"Botafogo - RJ","0","1","Palmeiras - SP","Mané Garrincha - DF","25/05/2019","16:00"
6,"Grêmio - RS","1","0","Atlético - MG","Arena do Grêmio - RS","25/05/2019","19:00"
6,"Santos - SP","0","0","Internacional - RS","Vila Belmiro - SP","26/05/2019","16:00"
6,"Flamengo - RJ","3","2","Athletico Paranaense - PR","Maracanã - RJ","26/05/2019","16:00"
6,"Cruzeiro - MG","1","2","Chapecoense - SC","Independência - MG","26/05/2019","19:00"
6,"Fortaleza - CE","1","1","Vasco da Gama - RJ","Arena Castelão - CE","26/05/2019","19:00"
6,"Corinthians - SP","1","0","São Paulo - SP","Arena Corinthians - SP","26/05/2019","19:00"
6,"Bahia - BA","3","2","Fluminense - RJ","Arena Fonte Nova - BA","26/05/2019","19:00"
6,"Avaí - SC","1","2","Ceará - CE","Ressacada - SC","27/05/2019","20:00"
6,"Csa - AL","1","0","Goiás - GO","Rei Pelé - AL","27/05/2019","20:00"
7,"Flamengo - RJ","2","0","Fortaleza - CE","Nilton Santos - RJ","01/06/2019","16:00"
7,"Bahia - BA","1","0","Grêmio - RS","Pituaçu - BA","01/06/2019","19:00"
7,"Botafogo - RJ","1","0","Vasco da Gama - RJ","Nilton Santos - RJ","02/06/2019","11:00"
7,"Athletico Paranaense - PR","3","0","Fluminense - RJ","Arena da Baixada - PR","02/06/2019","16:00"
7,"Ceará - CE","0","1","Santos - SP","Arena Castelão - CE","02/06/2019","16:00"
7,"São Paulo - SP","1","1","Cruzeiro - MG","Pacaembu - SP","02/06/2019","16:00"
7,"Internacional - RS","2","0","Avaí - SC","Beira-Rio - RS","02/06/2019","19:00"
7,"Chapecoense - SC","1","2","Palmeiras - SP","Arena Condá - SC","02/06/2019","19:00"
7,"Atlético - MG","4","0","Csa - AL","Independência - MG","02/06/2019","19:00"
7,"Corinthians - SP","2","0","Goiás - GO","Arena Corinthians - SP","07/08/2019","19:15"
8,"Vasco da Gama - RJ","2","1","Internacional - RS","São Januário - RJ","07/06/2019","20:30"
8,"Palmeiras - SP","1","0","Athletico Paranaense - PR","Allianz Parque - SP","08/06/2019","16:30"
8,"Grêmio - RS","1","0","Fortaleza - CE","Centenário - RS","08/06/2019","19:00"
8,"Cruzeiro - MG","0","0","Corinthians - SP","Mineirão - MG","08/06/2019","19:00"
8,"Ceará - CE","0","0","Bahia - BA","Arena Castelão - CE","08/06/2019","19:30"
8,"Avaí - SC","0","0","São Paulo - SP","Ressacada - SC","08/06/2019","21:00"
8,"Santos - SP","3","1","Atlético - MG","Vila Belmiro - SP","09/06/2019","19:00"
8,"Fluminense - RJ","0","0","Flamengo - RJ","Maracanã - RJ","09/06/2019","19:00"
8,"Csa - AL","1","2","Botafogo - RJ","Rei Pelé - AL","09/06/2019","19:00"
8,"Goiás - GO","3","1","Chapecoense - SC","Serra Dourada - GO","10/06/2019","20:00"
9,"Botafogo - RJ","0","1","Grêmio - RS","Nilton Santos - RJ","12/06/2019","19:15"
9,"Fortaleza - CE","2","1","Cruzeiro - MG","Arena Castelão - CE","12/06/2019","21:00"
9,"Santos - SP","1","0","Corinthians - SP","Vila Belmiro - SP","12/06/2019","21:30"
9,"Internacional - RS","3","1","Bahia - BA","Beira-Rio - RS","12/06/2019","21:30"
9,"Csa - AL","0","2","Flamengo - RJ","Mané Garrincha - DF","12/06/2019","21:30"
9,"Vasco da Gama - RJ","1","0","Ceará - CE","São Januário - RJ","13/06/2019","19:15"
9,"Palmeiras - SP","2","0","Avaí - SC","Allianz Parque - SP","13/06/2019","20:00"
9,"Chapecoense - SC","1","1","Fluminense - RJ","Arena Condá - SC","13/06/2019","20:00"
9,"Goiás - GO","2","1","Athletico Paranaense - PR","Serra Dourada - GO","13/06/2019","20:00"
9,"Atlético - MG","1","1","São Paulo - SP","Independência - MG","13/06/2019","20:00"
10,"Grêmio - RS","2","1","Vasco da Gama - RJ","Arena do Grêmio - RS","13/07/2019","17:00"
10,"Fortaleza - CE","2","0","Avaí - SC","Arena Castelão - CE","13/07/2019","17:00"
10,"Bahia - BA","0","1","Santos - SP","Pituaçu - BA","13/07/2019","19:00"
10,"São Paulo - SP","1","1","Palmeiras - SP","Morumbi - SP","13/07/2019","19:00"
10,"Flamengo - RJ","6","1","Goiás - GO","Maracanã - RJ","14/07/2019","11:00"
10,"Cruzeiro - MG","0","0","Botafogo - RJ","Mineirão - MG","14/07/2019","16:00"
10,"Corinthians - SP","1","0","Csa - AL","Arena Corinthians - SP","14/07/2019","16:00"
10,"Athletico Paranaense - PR","1","0","Internacional - RS","Arena da Baixada - PR","14/07/2019","16:00"
10,"Chapecoense - SC","1","2","Atlético - MG","Arena Condá - SC","14/07/2019","19:00"
10,"Fluminense - RJ","1","1","Ceará - CE","Maracanã - RJ","15/07/2019","20:00"
11,"Vasco da Gama - RJ","2","1","Fluminense - RJ","São Januário - RJ","20/07/2019","11:00"
11,"Bahia - BA","0","0","Cruzeiro - MG","Arena Fonte Nova - BA","20/07/2019","17:00"
11,"Internacional - RS","1","1","Grêmio - RS","Beira-Rio - RS","20/07/2019","19:00"
11,"Ceará - CE","2","0","Palmeiras - SP","Arena Castelão - CE","20/07/2019","19:00"
11,"Csa - AL","0","4","Athletico Paranaense - PR","Rei Pelé - AL","20/07/2019","19:00"
11,"Botafogo - RJ","0","1","Santos - SP","Nilton Santos - RJ","21/07/2019","11:00"
11,"Atlético - MG","2","2","Fortaleza - CE","Independência - MG","21/07/2019","16:00"
11,"Corinthians - SP","1","1","Flamengo - RJ","Arena Corinthians - SP","21/07/2019","16:00"
11,"Avaí - SC","0","0","Goiás - GO","Ressacada - SC","21/07/2019","19:00"
11,"São Paulo - SP","4","0","Chapecoense - SC","Morumbi - SP","22/07/2019","20:00"
12,"Palmeiras - SP","1","1","Vasco da Gama - RJ","Allianz Parque - SP","27/07/2019","17:00"
12,"Fluminense - RJ","1","2","São Paulo - SP","Maracanã - RJ","27/07/2019","19:00"
12,"Cruzeiro - MG","0","2","Athletico Paranaense - PR","Mineirão - MG","27/07/2019","19:00"
12,"Internacional - RS","1","0","Ceará - CE","Beira-Rio - RS","27/07/2019","19:00"
12,"Chapecoense - SC","0","0","Bahia - BA","Arena Condá - SC","28/07/2019","11:00"
12,"Santos - SP","3","1","Avaí - SC","Vila Belmiro - SP","28/07/2019","16:00"
12,"Flamengo - RJ","3","2","Botafogo - RJ","Maracanã - RJ","28/07/2019","16:00"
12,"Fortaleza - CE","1","3","Corinthians - SP","Arena Castelão - CE","28/07/2019","19:00"
12,"Goiás - GO","0","0","Atlético - MG","Serra Dourada - GO","28/07/2019","19:00"
12,"Csa - AL","0","0","Grêmio - RS","Rei Pelé - AL","29/07/2019","20:00"
13,"Ceará - CE","2","1","Fortaleza - CE","Arena Castelão - CE","03/08/2019","19:00"
13,"Fluminense - RJ","2","1","Internacional - RS","Maracanã - RJ","03/08/2019","19:00"
13,"Santos - SP","6","1","Goiás - GO","Vila Belmiro - SP","04/08/2019","11:00"
13,"Bahia - BA","3","0","Flamengo - RJ","Arena Fonte Nova - BA","04/08/2019","16:00"
13,"Avaí - SC","0","2","Botafogo - RJ","Ressacada - SC","04/08/2019","16:00"
13,"Atlético - MG","2","0","Cruzeiro - MG","Independência - MG","04/08/2019","19:00"
13,"Vasco da Gama - RJ","0","0","Csa - AL","Kleber Andrade - ES","04/08/2019","19:00"
13,"Corinthians - SP","1","1","Palmeiras - SP","Arena Corinthians - SP","04/08/2019","19:00"
13,"Grêmio - RS","3","3","Chapecoense - SC","Arena do Grêmio - RS","05/08/2019","20:00"
13,"Athletico Paranaense - PR","0","1","São Paulo - SP","Arena da Baixada - PR","21/08/2019","19:15"
14,"Ceará - CE","4","1","Chapecoense - SC","Arena Castelão - CE","10/08/2019","17:00"
14,"São Paulo - SP","3","2","Santos - SP","Morumbi - SP","10/08/2019","17:00"
14,"Flamengo - RJ","3","1","Grêmio - RS","Maracanã - RJ","10/08/2019","19:00"
14,"Atlético - MG","2","1","Fluminense - RJ","Independência - MG","10/08/2019","21:00"
14,"Internacional - RS","0","0","Corinthians - SP","Beira-Rio - RS","11/08/2019","11:00"
14,"Palmeiras - SP","2","2","Bahia - BA","Allianz Parque - SP","11/08/2019","16:00"
14,"Botafogo - RJ","2","1","Athletico Paranaense - PR","Nilton Santos - RJ","11/08/2019","16:00"
14,"Avaí - SC","2","2","Cruzeiro - MG","Ressacada - SC","11/08/2019","16:00"
14,"Goiás - GO","0","1","Vasco da Gama - RJ","Serra Dourada - GO","11/08/2019","19:00"
14,"Csa - AL","0","2","Fortaleza - CE","Rei Pelé - AL","12/08/2019","20:00"
15,"Fortaleza - CE","0","1","Internacional - RS","Arena Castelão - CE","17/08/2019","17:00"
15,"Corinthians - SP","2","0","Botafogo - RJ","Arena Corinthians - SP","17/08/2019","17:00"
15,"Vasco da Gama - RJ","1","4","Flamengo - RJ","Mané Garrincha - DF","17/08/2019","19:00"
15,"Athletico Paranaense - PR","1","0","Atlético - MG","Arena da Baixada - PR","17/08/2019","19:00"
15,"Grêmio - RS","1","1","Palmeiras - SP","Arena do Grêmio - RS","17/08/2019","21:00"
15,"Bahia - BA","1","1","Goiás - GO","Arena Fonte Nova - BA","18/08/2019","16:00"
15,"Fluminense - RJ","0","1","Csa - AL","Maracanã - RJ","18/08/2019","16:00"
15,"São Paulo - SP","1","0","Ceará - CE","Morumbi - SP","18/08/2019","16:00"
15,"Cruzeiro - MG","2","0","Santos - SP","Mineirão - MG","18/08/2019","16:00"
15,"Chapecoense - SC","1","0","Avaí - SC","Arena Condá - SC","18/08/2019","19:00"
16,"Atlético - MG","0","1","Bahia - BA","Independência - MG","24/08/2019","11:00"
16,"Grêmio - RS","2","1","Athletico Paranaense - PR","Arena do Grêmio - RS","24/08/2019","17:00"
16,"Santos - SP","3","3","Fortaleza - CE","Vila Belmiro - SP","25/08/2019","16:00"
16,"Vasco da Gama - RJ","2","0","São Paulo - SP","São Januário - RJ","25/08/2019","16:00"
16,"Goiás - GO","2","1","Internacional - RS","Serra Dourada - GO","25/08/2019","16:00"
16,"Ceará - CE","0","3","Flamengo - RJ","Arena Castelão - CE","25/08/2019","19:00"
16,"Avaí - SC","1","1","Corinthians - SP","Ressacada - SC","25/08/2019","19:00"
16,"Csa - AL","1","1","Cruzeiro - MG","Rei Pelé - AL","25/08/2019","19:00"
16,"Botafogo - RJ","0","0","Chapecoense - SC","Nilton Santos - RJ","26/08/2019","20:00"
16,"Palmeiras - SP","3","0","Fluminense - RJ","Allianz Parque - SP","10/09/2019","21:00"
17,"São Paulo - SP","0","0","Grêmio - RS","Morumbi - SP","31/08/2019","11:00"
17,"Bahia - BA","1","0","Csa - AL","Arena Fonte Nova - BA","31/08/2019","17:00"
17,"Chapecoense - SC","0","1","Santos - SP","Arena Condá - SC","31/08/2019","19:00"
17,"Athletico Paranaense - PR","1","0","Ceará - CE","Arena da Baixada - PR","31/08/2019","19:00"
17,"Internacional - RS","3","2","Botafogo - RJ","Beira-Rio - RS","31/08/2019","21:00"
17,"Fortaleza - CE","2","0","Goiás - GO","Arena Castelão - CE","01/09/2019","16:00"
17,"Flamengo - RJ","3","0","Palmeiras - SP","Maracanã - RJ","01/09/2019","16:00"
17,"Corinthians - SP","1","0","Atlético - MG","Arena Corinthians - SP","01/09/2019","19:00"
17,"Cruzeiro - MG","1","0","Vasco da Gama - RJ","Mineirão - MG","01/09/2019","19:00"
17,"Fluminense - RJ","0","1","Avaí - SC","Maracanã - RJ","02/09/2019","20:00"
18,"Corinthians - SP","2","2","Ceará - CE","Arena Corinthians - SP","07/09/2019","11:00"
18,"Vasco da Gama - RJ","0","2","Bahia - BA","São Januário - RJ","07/09/2019","11:00"
18,"Fortaleza - CE","0","1","Fluminense - RJ","Arena Castelão - CE","07/09/2019","17:00"
18,"Avaí - SC","0","3","Flamengo - RJ","Mané Garrincha - DF","07/09/2019","17:00"
18,"Internacional - RS","1","0","São Paulo - SP","Beira-Rio - RS","07/09/2019","19:00"
18,"Goiás - GO","1","2","Palmeiras - SP","Serra Dourada - GO","07/09/2019","21:00"
18,"Cruzeiro - MG","1","4","Grêmio - RS","Independência - MG","08/09/2019","11:00"
18,"Botafogo - RJ","2","1","Atlético - MG","Nilton Santos - RJ","08/09/2019","16:00"
18,"Santos - SP","1","1","Athletico Paranaense - PR","Vila Belmiro - SP","08/09/2019","16:00"
18,"Csa - AL","2","0","Chapecoense - SC","Rei Pelé - AL","08/09/2019","19:00"
19,"Flamengo - RJ","1","0","Santos - SP","Maracanã - RJ","14/09/2019","17:00"
19,"Palmeiras - SP","1","0","Cruzeiro - MG","Allianz Parque - SP","14/09/2019","19:00"
19,"Chapecoense - SC","1","2","Vasco da Gama - RJ","Arena Condá - SC","14/09/2019","19:00"
19,"Ceará - CE","0","0","Botafogo - RJ","Arena Castelão - CE","14/09/2019","21:00"
19,"Atlético - MG","1","3","Internacional - RS","Independência - MG","15/09/2019","11:00"
19,"Athletico Paranaense - PR","0","1","Avaí - SC","Arena da Baixada - PR","15/09/2019","11:00"
19,"Grêmio - RS","3","0","Goiás - GO","Arena do Grêmio - RS","15/09/2019","16:00"
19,"Fluminense - RJ","1","0","Corinthians - SP","Mané Garrincha - DF","15/09/2019","16:00"
19,"Bahia - BA","1","1","Fortaleza - CE","Arena Fonte Nova - BA","15/09/2019","16:00"
19,"São Paulo - SP","1","1","Csa - AL","Morumbi - SP","15/09/2019","19:00"
20,"Botafogo - RJ","1","2","São Paulo - SP","Nilton Santos - RJ","21/09/2019","11:00"
20,"Cruzeiro - MG","1","2","Flamengo - RJ","Mineirão - MG","21/09/2019","17:00"
20,"Corinthians - SP","2","1","Bahia - BA","Arena Corinthians - SP","21/09/2019","19:00"
20,"Santos - SP","0","3","Grêmio - RS","Vila Belmiro - SP","21/09/2019","21:00"
20,"Internacional - RS","1","0","Chapecoense - SC","Beira-Rio - RS","22/09/2019","11:00"
20,"Vasco da Gama - RJ","1","1","Athletico Paranaense - PR","São Januário - RJ","22/09/2019","16:00"
20,"Csa - AL","1","0","Ceará - CE","Rei Pelé - AL","22/09/2019","16:00"
20,"Fortaleza - CE","0","1","Palmeiras - SP","Arena Castelão - CE","22/09/2019","16:00"
20,"Goiás - GO","3","0","Fluminense - RJ","Serra Dourada - GO","22/09/2019","19:00"
20,"Avaí - SC","1","0","Atlético - MG","Ressacada - SC","23/09/2019","20:00"
21,"Ceará - CE","0","0","Cruzeiro - MG","Arena Castelão - CE","25/09/2019","19:30"
21,"Bahia - BA","2","0","Botafogo - RJ","Arena Fonte Nova - BA","25/09/2019","21:30"
21,"São Paulo - SP","0","1","Goiás - GO","Morumbi - SP","25/09/2019","21:30"
21,"Flamengo - RJ","3","1","Internacional - RS","Maracanã - RJ","25/09/2019","21:30"
21,"Palmeiras - SP","6","2","Csa - AL","Pacaembu - SP","26/09/2019","19:15"
21,"Grêmio - RS","6","1","Avaí - SC","Arena do Grêmio - RS","26/09/2019","20:00"
21,"Fluminense - RJ","1","1","Santos - SP","Maracanã - RJ","26/09/2019","20:00"
21,"Athletico Paranaense - PR","4","1","Fortaleza - CE","Arena da Baixada - PR","26/09/2019","21:30"
21,"Chapecoense - SC","0","1","Corinthians - SP","Arena Condá - SC","02/10/2019","19:15"
21,"Atlético - MG","1","2","Vasco da Gama - RJ","Independência - MG","02/10/2019","19:15"
22,"Flamengo - RJ","0","0","São Paulo - SP","Maracanã - RJ","28/09/2019","19:00"
22,"Corinthians - SP","1","0","Vasco da Gama - RJ","Arena Corinthians - SP","29/09/2019","11:00"
22,"Santos - SP","2","0","Csa - AL","Vila Belmiro - SP","29/09/2019","16:00"
22,"Internacional - RS","1","1","Palmeiras - SP","Beira-Rio - RS","29/09/2019","16:00"
22,"Fluminense - RJ","2","1","Grêmio - RS","Maracanã - RJ","29/09/2019","16:00"
22,"Atlético - MG","2","1","Ceará - CE","Independência - MG","29/09/2019","19:00"
22,"Athletico Paranaense - PR","1","1","Chapecoense - SC","Arena da Baixada - PR","29/09/2019","19:00"
22,"Goiás - GO","1","0","Cruzeiro - MG","Serra Dourada - GO","30/09/2019","20:00"
22,"Fortaleza - CE","1","0","Botafogo - RJ","Arena Castelão - CE","30/09/2019","20:00"
22,"Avaí - SC","0","2","Bahia - BA","Ressacada - SC","30/09/2019","20:00"
23,"São Paulo - SP","2","1","Fortaleza - CE","Pacaembu - SP","05/10/2019","17:00"
23,"Vasco da Gama - RJ","0","1","Santos - SP","São Januário - RJ","05/10/2019","17:00"
23,"Bahia - BA","1","2","Athletico Paranaense - PR","Arena Fonte Nova - BA","05/10/2019","19:00"
23,"Grêmio - RS","0","0","Corinthians - SP","Arena do Grêmio - RS","05/10/2019","19:00"
23,"Cruzeiro - MG","1","1","Internacional - RS","Mineirão - MG","05/10/2019","21:00"
23,"Chapecoense - SC","0","1","Flamengo - RJ","Arena Condá - SC","06/10/2019","11:00"
23,"Ceará - CE","0","1","Goiás - GO","Arena Castelão - CE","06/10/2019","16:00"
23,"Palmeiras - SP","1","1","Atlético - MG","Allianz Parque - SP","06/10/2019","16:00"
23,"Botafogo - RJ","0","1","Fluminense - RJ","Nilton Santos - RJ","06/10/2019","16:00"
23,"Csa - AL","3","1","Avaí - SC","Rei Pelé - AL","06/10/2019","19:00"
24,"Botafogo - RJ","3","1","Goiás - GO","Nilton Santos - RJ","09/10/2019","19:15"
24,"Csa - AL","1","0","Internacional - RS","Rei Pelé - AL","09/10/2019","19:15"
24,"Fortaleza - CE","2","0","Chapecoense - SC","Arena Castelão - CE","09/10/2019","20:30"
24,"Grêmio - RS","2","1","Ceará - CE","Centenário - RS","09/10/2019","21:00"
24,"Bahia - BA","0","0","São Paulo - SP","Arena Fonte Nova - BA","09/10/2019","21:00"
24,"Cruzeiro - MG","0","0","Fluminense - RJ","Mineirão - MG","09/10/2019","21:30"
24,"Santos - SP","2","0","Palmeiras - SP","Vila Belmiro - SP","09/10/2019","21:30"
24,"Avaí - SC","0","0","Vasco da Gama - RJ","Ressacada - SC","10/10/2019","19:15"
24,"Corinthians - SP","2","2","Athletico Paranaense - PR","Arena Corinthians - SP","10/10/2019","19:15"
24,"Flamengo - RJ","3","1","Atlético - MG","Maracanã - RJ","10/10/2019","20:00"
25,"Goiás - GO","1","0","Csa - AL","Serra Dourada - GO","12/10/2019","17:00"
25,"Fluminense - RJ","2","0","Bahia - BA","Maracanã - RJ","12/10/2019","19:00"
25,"Palmeiras - SP","1","0","Botafogo - RJ","Pacaembu - SP","12/10/2019","21:00"
25,"Internacional - RS","0","0","Santos - SP","Beira-Rio - RS","13/10/2019","16:00"
25,"Ceará - CE","1","0","Avaí - SC","Arena Castelão - CE","13/10/2019","16:00"
25,"Athletico Paranaense - PR","0","2","Flamengo - RJ","Arena da Baixada - PR","13/10/2019","16:00"
25,"Vasco da Gama - RJ","1","0","Fortaleza - CE","São Januário - RJ","13/10/2019","16:00"
25,"São Paulo - SP","1","0","Corinthians - SP","Morumbi - SP","13/10/2019","18:00"
25,"Atlético - MG","1","4","Grêmio - RS","Independência - MG","13/10/2019","19:00"
25,"Chapecoense - SC","1","1","Cruzeiro - MG","Arena Condá - SC","13/10/2019","19:00"
26,"Csa - AL","2","2","Atlético - MG","Rei Pelé - AL","16/10/2019","19:15"
26,"Grêmio - RS","0","1","Bahia - BA","Arena do Grêmio - RS","16/10/2019","19:15"
26,"Fortaleza - CE","1","2","Flamengo - RJ","Arena Castelão - CE","16/10/2019","20:00"
26,"Cruzeiro - MG","1","0","São Paulo - SP","Mineirão - MG","16/10/2019","21:00"
26,"Palmeiras - SP","1","0","Chapecoense - SC","Allianz Parque - SP","16/10/2019","21:00"
26,"Goiás - GO","2","2","Corinthians - SP","Serra Dourada - GO","16/10/2019","21:30"
26,"Vasco da Gama - RJ","2","1","Botafogo - RJ","São Januário - RJ","16/10/2019","21:30"
26,"Avaí - SC","0","2","Internacional - RS","Ressacada - SC","17/10/2019","19:15"
26,"Santos - SP","2","1","Ceará - CE","Vila Belmiro - SP","17/10/2019","19:15"
26,"Fluminense - RJ","1","2","Athletico Paranaense - PR","Maracanã - RJ","17/10/2019","21:00"
27,"Fortaleza - CE","2","1","Grêmio - RS","Arena Castelão - CE","19/10/2019","17:00"
27,"Corinthians - SP","1","2","Cruzeiro - MG","Arena Corinthians - SP","19/10/2019","19:00"
27,"Internacional - RS","0","1","Vasco da Gama - RJ","Beira-Rio - RS","20/10/2019","16:00"
27,"São Paulo - SP","1","0","Avaí - SC","Morumbi - SP","20/10/2019","16:00"
27,"Atlético - MG","2","0","Santos - SP","Independência - MG","20/10/2019","16:00"
27,"Flamengo - RJ","2","0","Fluminense - RJ","Maracanã - RJ","20/10/2019","18:00"
27,"Athletico Paranaense - PR","1","1","Palmeiras - SP","Arena da Baixada - PR","20/10/2019","19:00"
27,"Chapecoense - SC","2","2","Goiás - GO","Arena Condá - SC","20/10/2019","19:00"
27,"Bahia - BA","1","2","Ceará - CE","Pituaçu - BA","21/10/2019","19:30"
27,"Botafogo - RJ","2","1","Csa - AL","Nilton Santos - RJ","21/10/2019","20:00"
28,"Ceará - CE","1","1","Vasco da Gama - RJ","Arena Castelão - CE","26/10/2019","17:00"
28,"Corinthians - SP","0","0","Santos - SP","Arena Corinthians - SP","26/10/2019","17:00"
28,"Bahia - BA","2","3","Internacional - RS","Arena Fonte Nova - BA","26/10/2019","19:00"
28,"Fluminense - RJ","1","1","Chapecoense - SC","Maracanã - RJ","26/10/2019","19:30"
28,"Cruzeiro - MG","1","1","Fortaleza - CE","Mineirão - MG","26/10/2019","21:00"
28,"São Paulo - SP","2","0","Atlético - MG","Morumbi - SP","27/10/2019","16:00"
28,"Athletico Paranaense - PR","4","1","Goiás - GO","Arena da Baixada - PR","27/10/2019","16:00"
28,"Grêmio - RS","3","0","Botafogo - RJ","Arena do Grêmio - RS","27/10/2019","16:00"
28,"Avaí - SC","1","2","Palmeiras - SP","Ressacada - SC","27/10/2019","18:00"
28,"Flamengo - RJ","1","0","Csa - AL","Maracanã - RJ","27/10/2019","19:00"
29,"Palmeiras - SP","3","0","São Paulo - SP","Allianz Parque - SP","30/10/2019","19:30"
29,"Avaí - SC","1","3","Fortaleza - CE","Ressacada - SC","30/10/2019","19:30"
29,"Atlético - MG","0","2","Chapecoense - SC","Independência - MG","30/10/2019","19:30"
29,"Ceará - CE","2","0","Fluminense - RJ","Arena Castelão - CE","30/10/2019","21:30"
29,"Vasco da Gama - RJ","1","3","Grêmio - RS","São Januário - RJ","30/10/2019","21:30"
29,"Csa - AL","2","1","Corinthians - SP","Rei Pelé - AL","30/10/2019","21:30"
29,"Santos - SP","1","0","Bahia - BA","Vila Belmiro - SP","31/10/2019","19:15"
29,"Goiás - GO","2","2","Flamengo - RJ","Serra Dourada - GO","31/10/2019","20:00"
